state,city,klan_number,nickname,notes,latitude,longitude,year
Illinois,Chicago,4,Woodlawn Klan,No Notes,41.8781136,-87.6297982,1923
Illinois,Chicago,5,Not Named,No Notes,41.8781136,-87.6297982,1924
Illinois,Chicago,6,Austin Klan,No Notes,41.8781136,-87.6297982,1922
Illinois,Chicago,8,Stephen Edgar Brown Klan,No Notes,41.8781136,-87.6297982,1930
Illinois,Chicago,9,Logan Square Klan,AKA Logan Square Klan,41.8781136,-87.6297982,1924
Illinois,Chicago,10,U. S. Grant Klan,No Notes,41.8781136,-87.6297982,1923
Illinois,Chicago,11,Garfield Park,"Reinstated, and there are now 31 Klans in Chicago",41.8781136,-87.6297982,1923
Illinois,Freeport,12,Albert Pike Klan,No Notes,42.2966861,-89.6212271,1923
Illinois,Danville,14,Not Named,No Notes,40.124481,-87.6300207,1923
Illinois,Chicago,15,Not Named,No Notes,41.8781136,-87.6297982,1923
Illinois,Chicago,16,Thomas E. Watson Klan,No Notes,41.8781136,-87.6297982,1923
Illinois,Chicago,17,Not Named,No Notes,41.8781136,-87.6297982,1923
Illinois,Mount Pulaski,21,Not Named,No Notes,40.0108767,-89.282314,1923
Illinois,Kewanee,22,Not Named,No Notes,41.2455927,-89.9248303,1926
Illinois,Crawfordsville,23,Montgomery County Klan,No Notes,38.866667,-87.669444,1923
Illinois,Peoria,23,Not Named,No Notes,40.6936488,-89.5889864,1923
Illinois,Mattoon,24,Zenith Klan,"may have also connection with Champain, Ill",39.4830897,-88.3728255,1923
Illinois,Ft. Dearborn,24,Not Named,No Notes,41.8433683,-87.6100904,1929
Illinois,Oak Park,25,Uno Klan,No Notes,41.8850317,-87.7845025,1923
Illinois,Chicago,26,South Shore Klan,"Of Cook County was organized on 19 April 1922. On 7 November 1923 invited ECs of all Cook County Klans to a meeting, representatives of 23 Klans were present",41.8781136,-87.6297982,1923
Illinois,Maywood,27,Not Named,No Notes,41.8791979,-87.8431155,1923
Illinois,Princeton,28,Not Named,No Notes,41.3680919,-89.4648145,1923
Illinois,Mattoon,29,Not Named,No Notes,39.4830897,-88.3728255,1923
Illinois,Pekin,31,Not Named,No Notes,40.5675388,-89.640658,1923
Illinois,Chicago,33,Kenwood Klan,May have been reinstated,41.8781136,-87.6297982,1923
Illinois,Ottawa,34,Illini Klan,May have connection to Serena Township,41.3455892,-88.8425769,1923
Illinois,Charleston,35,Not Named,No Notes,39.4961458,-88.1761521,1923
Illinois,Shelbyville,36,Not Named,No Notes,39.4064284,-88.7900689,1924
Illinois,Auburn,37,Not Named,No Notes,39.5917197,-89.7464874,1924
Illinois,Chicago,38,Not Named,May have been located at Cottage Grove Ave. and 42d St. Gets charter.,41.8781136,-87.6297982,1923
Illinois,Joliet,39,Not Named,No Notes,41.525031,-88.0817251,1923
Illinois,Marseilles,40,Marseilles Klan,No Notes,41.327778,-88.701111,1923
Illinois,East St. Louis,41,George Washington Klan,No Notes,38.624514,-90.1506465,1926
Illinois,West Frankfort,43,Twin City Klan,Will again be the best Klan in southern Illinois as it was before.,37.8985966,-88.9233622,1930
Illinois,Sterling,44,Not Named,Connection with Rock Falls,41.788642,-89.6962194,1930
Illinois,Newton,45,Colonial Klan,No Notes,38.9908766,-88.1625389,1924
Illinois,Stanford,54,Not Named,No Notes,40.4347608,-89.2178643,1923
Illinois,Lockport,55,Not Named,No Notes,41.588611,-88.047222,1923
Illinois,Champaign-Urbana,56,Zenith Klan,No Notes,40.1105875,-88.2072697,1923
Illinois,Mt. Carmel,56,Not Named,No Notes,38.4108801,-87.7614174,1925
Illinois,Harvey,64,Not Named,No Notes,41.6100344,-87.6467131,1923
Illinois,Chicago,70,Midwest Klan,No Notes,41.8781136,-87.6297982,1923
Illinois,Bloomington,71,Not Named,Also referenced as Bloomington and Bloomington Valley,40.4842027,-88.9936873,1923
Illinois,Winchester,72,Stephen A. Douglas Klan,No Notes,39.6297689,-90.4562355,1924
Illinois,Lexington,75,Not Named,No Notes,40.6414237,-88.7834001,1924
Illinois,Rockford,76,Black Hawk Klan,No Notes,42.2711311,-89.0939952,1923
Illinois,LaSalle,77,Starved Rock Klan,No Notes,41.3621503,-89.0418249,1923
Illinois,Waukegan,80,Not Named,No Notes,42.3636331,-87.8447938,1924
Illinois,Nokomis,81,Not Named,No Notes,39.3011566,-89.285085,1923
Illinois,Edgar County,86,Not Named,No Notes,39.7131223,-87.7763333,1924
Illinois,Alton,87,Christie Klan,No Notes,38.8906038,-90.1842764,1931
Illinois,Bloomington,88,Ever Ready Klan,No Notes,40.4842027,-88.9936873,1927
Illinois,Decatur,89,Not Named,No Notes,39.8403147,-88.9548001,1923
Illinois,Elgin,93,Watch City Klan,No Notes,42.0354084,-88.2825668,1923
Illinois,Chicago,95,Not Named,No Notes,41.8781136,-87.6297982,1923
Illinois,Litchfield,100,Not Named,No Notes,39.1753256,-89.6542579,1926
Illinois,Venice,101,James A. Garfield Klan,No Notes,38.6722727,-90.169832,1924
Illinois,Logan County,102,Not Named,Connection with Lincoln. AKA the Logan County Klan,40.159443,-89.3341669,1924
Illinois,Shabbona,103,Not Named,No Notes,41.7680851,-88.8770311,1925
Illinois,Pana,105,Not Named,No Notes,39.3889311,-89.0800809,1924
Illinois,Chicago,108,Not Named,No Notes,41.8781136,-87.6297982,1923
Illinois,Farmer City,108,DeWitt Clinton Klan,No Notes,40.2433676,-88.6425668,1924
Illinois,Chicago,109,Thomas Jefferson Klan,No Notes,41.8781136,-87.6297982,1924
Illinois,Assumption,114,Not Named,No Notes,39.5203188,-89.0489712,1924
Illinois,Clinton,118,DeWitt Clinton Klan,No Notes,40.1536479,-88.9645253,1931
Illinois,East Chicago,122,Not Named,No Notes,41.8781136,-87.6297982,1926
Illinois,Knox,123,Not Named,No Notes,40.9342048,-90.2548467,1924
Illinois,Kankankee,130,Excelsior Klan,Connection with Bradley,41.1200325,-87.8611531,1926
Illinois,Galesburg,133,Knox County Klan,No Notes,40.9478158,-90.3712395,1926
Illinois,Belvidere,135,Not Named,Changed its name to Little Thunder Klan. Connection to Boone County,42.2639098,-88.8442674,1932
Illinois,Stark County,140,Not Named,No Notes,41.0795661,-89.8130356,1930
Illinois,East St. Louis,143,George Washington Klan,[see 41],38.624514,-90.1506465,1925
Illinois,Peoria County,144,Not Named,No Notes,40.7156396,-89.7755338,1931
Illinois,Berwyn,146,Not Named,No Notes,41.8505874,-87.7936685,1932
Illinois,Lincoln,152,Logan County Klan,No Notes,40.1483768,-89.3648183,1926
Illinois,Joliet,153,Will County,No Notes,41.525031,-88.0817251,1933
Illinois,Wilmette,162,North Shore Klan,No Notes,42.0722513,-87.7228384,1925
Illinois,Olney,164,Richland County,No Notes,38.7308811,-88.0853154,1925
Illinois,Kewanee,172,Warren County Klan,No Notes,41.2455927,-89.9248303,1927
Illinois,Monmouth,173,Warren County Klan,No Notes,40.9114271,-90.6473576,1927
Illinois,Chatham,181,Not Named,No Notes,39.676163,-89.7045439,1925
Illinois,DeKalb,187,Not Named,No Notes,41.9294736,-88.7503647,1932
Illinois,El Paso,189,Woodford County,No Notes,40.7392017,-89.0164626,1926
Illinois,Harvard,197,Not Named,Connection with Howard,42.422241,-88.6137101,1926
Illinois,Chicago,201,Nathan Hale Klan,"Nathan Hale, Downer's Grove",41.8781136,-87.6297982,1930
Illinois,Kewanee,202,Not Named,No Notes,41.2455927,-89.9248303,1926
Illinois,Chicago,209,Logan Square Klan,No Notes,41.8781136,-87.6297982,1927
Illinois,Chicago,210,Theodore Roosevelt Klan,No Notes,41.8781136,-87.6297982,1929
Illinois,Chicago,211,Fort Dearborn Klan,No Notes,41.8781136,-87.6297982,1930
Illinois,Chicago,212,Old Ironsides Klan,No Notes,41.8781136,-87.6297982,1926
Illinois,Chicago,213,Uptown Klan,No Notes,41.8781136,-87.6297982,1930
Illinois,Chicago,214,Fidelity Klan,No Notes,41.8781136,-87.6297982,1929
Illinois,Chicago,216,Nathan Hale Klan,"Monitor, 26 Sep 31)",41.8781136,-87.6297982,1929
Illinois,Erie,230,Rock Creek,No Notes,41.6564203,-90.0792859,1926
Illinois,Elgin,246,Watch City,No Notes,42.0354084,-88.2825668,1930
Illinois,Irving Park,249,Not Named,No Notes,41.9529604,-87.7212413,1933
Illinois,Mt. Morris,252,Not Named,No Notes,42.0503062,-89.4312201,1930
Illinois,Oregon,256,Not Named,No Notes,42.0147513,-89.3323279,1929
Illinois,Chicago,269,Not Named,Connection with Ravenswood,41.8781136,-87.6297982,1930
Illinois,West Frankfort,270,Not Named,"First public appearance ""in more than five years."" in May 1931",37.8985966,-88.9233622,1931
Illinois,Oak Park,18,Not Named,No Notes,41.8850317,-87.7845025,1922
Illinois,Jacksonville,30,Abraham Lincoln Klan,No Notes,39.731944,-90.234444,1923
Illinois,Murphysboro,124,Not Named,No Notes,37.767222,-89.337222,1924
Iowa,Des Moines,1,Pioneer Klan,"received back its old charter, issued April 1922",41.6005448,-93.6091064,1923
Iowa,Sanborn,2,Daniel Boone Klan,O'Brien County,43.1816421,-95.6555674,1923
Iowa,Davenport,5,Abraham Lincoln Klan,No Notes,41.5236437,-90.5776367,1925
Iowa,Mason City,7,Betsy Ross Klan,No Notes,43.1535728,-93.2010367,1923
Iowa,Perry,11,Dallas County Klan,Perry,41.8385964,-94.1071797,1924
Iowa,Jones County,13,Jones County Klan,No Notes,42.1516737,-91.135302,1926
Iowa,Clay County,16,Not Named,Peterson Unit,43.080833,-95.149444,1925
Iowa,Sioux City,17,Woodbury County,No Notes,42.4999942,-96.4003069,1929
Iowa,Creston,19,Union County Klan,No Notes,41.0586002,-94.3613474,1927
Iowa,Dubuque Country,20,Dubuque County Klan,No Notes,42.4694679,-90.8294002,1926
Iowa,Marshalltown,21,Marshall County,No Notes,42.0494674,-92.9080375,1925
Iowa,O'Brien County,23,Not Named,No Notes,43.1131245,-95.6457951,1933
Iowa,Floyd County,26,Not Named,No Notes,43.0615947,-92.8577105,1926
Iowa,Keokuk,28,Not Named,No Notes,40.4044731,-91.3963966,1934
Iowa,Manchester,31,Delaware County,No Notes,42.4857853,-91.4579698,1925
Iowa,Ottumwa,33,Wapello County,No Notes,41.0160293,-92.4083022,1929
Iowa,Mechanicsville,34,Cedar County Klan,No Notes,41.9027909,-91.2546067,1926
Iowa,Tipton,34,Not Named,No Notes,41.7697434,-91.1279349,1932
Iowa,Muscatine County,39,Not Named,No Notes,41.5156913,-91.135302,1925
Iowa,Jackson County,44,Jackson County Klan,No Notes,42.170278,-90.575,1926
Iowa,Cass County,47,Griswold Unit,No Notes,41.2538068,-94.976654,1925
Iowa,Newton,50,Jasper County Klan,No Notes,41.7033177,-93.0573533,1930
Iowa,Knoxville,61,Not Named,No Notes,41.320343,-93.09967,1930
Iowa,Boone,68,Not Named,No Notes,42.0597047,-93.8802273,1925
Iowa,Council Bluffs,69,Not Named,No Notes,41.2619444,-95.8608333,1931
Iowa,Cedar Rapids,78,Not Named,No Notes,41.9778795,-91.6656232,1927
Iowa,Emerson,88,Not Named,No Notes,41.0172179,-95.4022179,1930
Iowa,Red Oak,0,Oak Klan,No Notes,41.0170937,-95.2214477,1926
Iowa,Waterloo,25,Black Hawk County Klan,No Notes,42.4925,-92.346111,1925
Iowa,Fayette County,55,Fayette County Klan,No Notes,42.865,-91.849444,1929
Kansas,Augusta,2,Frontier Klan,No Notes,37.6866844,-96.9767023,1923
Kansas,Florence,4,Not Named,No Notes,38.244462,-96.9280786,1923
Kansas,Kansas City,5,Wyandotte Klan,No Notes,39.114053,-94.6274636,1922
Kansas,Wichita,6,Not Named,No Notes,37.688889,-97.336111,1923
Kansas,Coffeyville,7,Not Named,No Notes,37.0373005,-95.6163665,1922
Kansas,Caney,8,Not Named,No Notes,37.0114608,-95.9352584,1923
Kansas,Bonner Springs,8,Not Named,No Notes,39.059726,-94.8835754,1924
Kansas,Bonner Springs,9,Not Named,No Notes,39.059726,-94.8835754,1923
Kansas,Independence,10,Not Named,No Notes,37.2242358,-95.7083131,1923
Kansas,Independence,0,Not Named,No Notes,37.2242358,-95.7083131,1922
Kansas,Wathena,12,Not Named,AKA Walthena Sphinx Klan,39.7591606,-94.9496907,1924
Kansas,Kiowa,15,Not Named,Charles McBrayer Klan,37.0172493,-98.4853539,1923
Kansas,Medicine Lodge,18,Not Named,No Notes,37.2811339,-98.580361,1923
Kansas,Elwood,19,Not Named,[See also Indiana],39.7555499,-94.8724661,1923
Kansas,Columbus,20,Not Named,No Notes,37.1692278,-94.8441239,1928
Kansas,Winfield,21,Not Named,No Notes,37.2397486,-96.9955918,1923
Kansas,Pittsburg,22,Not Named,No Notes,37.410884,-94.70496,1923
Kansas,Kiwi,23,Not Named,No Notes,37.7108299,-97.5008821,1923
Kansas,Great Bend,25,Not Named,No Notes,38.3644567,-98.7648073,1923
Kansas,Atchison,27,Not Named,No Notes,39.5630521,-95.1216356,1923
Kansas,Chanute,28,Not Named,No Notes,37.6792135,-95.4572034,1923
Kansas,Leonora,29,Not Named,No Notes,39.61056,-100.0026272,1931
Kansas,Parsons,32,Not Named,No Notes,37.3403384,-95.2610838,1924
Kansas,Shawnee,35,Not Named,No Notes,39.0228485,-94.7151865,1923
Kansas,Hiawatha,39,Not Named,No Notes,39.8525,-95.536389,1926
Kansas,Dexter,44,Not Named,No Notes,37.1772513,-96.7144722,1923
Kansas,Hamilton,44,Not Named,No Notes,37.9794705,-96.1641647,1925
Kansas,Udall,46,Not Named,No Notes,37.3875221,-97.1142063,1923
Kansas,Oxford,48,Not Named,No Notes,37.2741908,-97.1689296,1923
Kansas,Newton,49,Not Named,No Notes,38.0466779,-97.3450365,1925
Kansas,Cherryvale,51,Not Named,No Notes,37.270344,-95.5524788,1923
Kansas,Rossville,57,Not Named,No Notes,39.1361097,-95.9516563,1923
Kansas,Oskaloosa,58,Not Named,No Notes,39.215277,-95.3127498,1923
Kansas,Douglass,60,Not Named,No Notes,37.5194642,-97.0128147,1923
Kansas,Bunker Hill,62,Bunker Hill Klan,No Notes,38.8758445,-98.7039655,1924
Kansas,Overbrook,65,Osage County,No Notes,38.7805607,-95.5572026,1924
Kansas,Linwood,68,Not Named,No Notes,39.001392,-95.0391356,1923
Kansas,Valley Falls,69,Not Named,No Notes,39.3433316,-95.460253,1924
Kansas,Hoisington,70,Not Named,No Notes,38.5180672,-98.7781394,1923
Kansas,Topeka,78,Not Named,No Notes,39.0558235,-95.6890185,1923
Kansas,Onaga,81,Not Named,No Notes,39.4888846,-96.1699986,1925
Kansas,Tonganoxie,88,Not Named,No Notes,39.109724,-95.0877465,1924
Kansas,Mullinsville,89,Not Named,No Notes,37.5861307,-99.475674,1924
Kansas,Osawatomie,91,John Brown Klan,No Notes,38.4972372,-94.9505207,1924
Kansas,Neodesha,99,Little Bear Klan,No Notes,37.4183929,-95.6802581,1926
Kansas,Stafford,109,Not Named,No Notes,37.9622371,-98.6006375,1924
Kansas,Osage City,140,Not Named,No Notes,38.6338981,-95.8258207,1926
Kansas,Miltonvale,142,Not Named,No Notes,39.3483299,-97.4461408,1926
Kansas,Conway Springs,145,Not Named,No Notes,37.3902975,-97.6422723,1924
Kansas,Salina,146,Not Named,No Notes,38.8402805,-97.6114237,1931
Kansas,Leavenworth,150,Not Named,No Notes,39.3111112,-94.9224637,1927
Kansas,Council Grove,161,Not Named,No Notes,38.6611187,-96.4919473,1926
Kansas,Abilene,172,Not Named,No Notes,38.9172216,-97.2139094,1926
Kansas,Little River,175,Not Named,No Notes,38.3980652,-98.0119966,1926
Kansas,Chase County,190,Not Named,just chartered in January 1925,38.3,-96.583333,1925
Kansas,Hutchinson,207,Not Named,No Notes,38.0608445,-97.9297743,1927
Kansas,Hamilton,211,Not Named,No Notes,37.9794705,-96.1641647,1925
Kansas,Sterling,222,Not Named,No Notes,38.2100111,-98.2070059,1930
Kansas,Ottawa,243,Franklin County Klan,reorganized in 1935,38.611944,-95.266389,1926
Kansas,Greenleaf,248,Not Named,No Notes,39.7283364,-96.9761341,1926
Kansas,El Dorado,1,Pioneer Klan,No Notes,37.821111,-96.858333,1921
Kansas,Arkansas City,3,Not Named,No Notes,37.065278,-97.039722,1921
Kansas,Winfield,27,Not Named,No Notes,37.239722,-96.995556,1921
Kansas,Burlingame,86,Not Named,No Notes,38.7504705,-95.8438417,1924
Kentucky,Covington,1,John B. Castleman Klan,"Kenton County, oldest klan in KY",39.0836712,-84.5085536,1923
Kentucky,Newport,3,Campbell County Klan,No Notes,39.091449,-84.4957757,1927
Kentucky,Newport,4,Henry Clay Klan,No Notes,39.091449,-84.4957757,1929
Kentucky,Pendleton County,12,Not Named,No Notes,38.6900889,-84.359802,1925
Kentucky,Winchester,21,Clark County,No Notes,37.990079,-84.1796503,1932
Kentucky,Catlettsburg,30,Boyd Klan,No Notes,38.4048042,-82.6004369,1925
Kentucky,Shelbyville,32,Shelby Klan,No Notes,38.2120144,-85.2235666,1929
Kentucky,Glasgow,39,Barren Klan,No Notes,36.9958839,-85.9119215,1928
Kentucky,Frankfort,55,David [sic] Boone Klan,No Notes,38.2009055,-84.8732835,1925
Kentucky,Lebanon,61,Marion Klan,No Notes,37.5697868,-85.2527381,1925
Kentucky,Sanford,65,Lincoln Klan,No Notes,37.5311901,-84.6618876,1925
Kentucky,McCreary County,72,Not Named,No Notes,36.6973499,-84.4802606,1925
Kentucky,Olive Hill,77,Carter Klan,No Notes,38.3000809,-83.1740654,1929
Kentucky,Pineville,85,Not Named,No Notes,36.76203,-83.6949176,1925
Kentucky,Lexington,87,Fayette Klan,No Notes,38.0405837,-84.5037164,1930
Kentucky,Black Snake,125,Not Named,No Notes,36.7116839,-83.5140087,1926
Kentucky,Louisville,127,Not Named,No Notes,38.2526647,-85.7584557,1926
Kentucky,South Louisville,133,Not Named,No Notes,38.2063016,-85.7692277,1931
Kentucky,Covington,136,Not Named,No Notes,39.0836712,-84.5085536,1931
Kentucky,Portland,137,Not Named,May also be from Okloona or Louisville,38.7481239,-84.4477162,1931
Kentucky,Elizabeth,139,Bourbon Klan,No Notes,38.1211819,-85.9741324,1930
Kentucky,Louisville,143,Not Named,oldest in the city,38.2526647,-85.7584557,1931
Kentucky,Glasgow,0,Barren County,No Notes,36.9958839,-85.9119215,1931
Kentucky,Ashland,0,Boyd Klan,No Notes,38.4784144,-82.6379387,1930
Kentucky,Middlesboro,118,Not Named,No Notes,36.610278,-83.723333,1926
Louisiana,New Orleans,1,Old Hickory Klan,No Notes,29.9510658,-90.0715323,1922
Louisiana,Shreveport,2,Not Named,"Organized ""almost three years ago"", according to the INH. Granger, established Nov 1920",32.5251516,-93.7501789,1923
Louisiana,Baton Rouge,3,Not Named,No Notes,30.4582829,-91.1403196,1921
Louisiana,Monroe,4,Not Named,No Notes,32.5093109,-92.1193012,1922
Louisiana,Alexandria,6,Not Named,No Notes,31.3112936,-92.4451371,1922
Louisiana,Lake Charles,7,Not Named,No Notes,30.2265949,-93.2173758,1922
Louisiana,Derrider,9,Beauregard Parish,No Notes,30.8463055,-93.2890527,1923
Louisiana,De Quincy,10,Not Named,No Notes,30.4504779,-93.4332189,1923
Louisiana,Baton Rouge,11,White Oak Klan,No Notes,30.4582829,-91.1403196,1924
Louisiana,Alexandria,12,Not Named,No Notes,31.3112936,-92.4451371,1922
Louisiana,Minden,17,Not Named,No Notes,32.6154278,-93.2868354,1922
Louisiana,Covington,18,Kay-Tam Klan,No Notes,30.4754702,-90.1009108,1922
Louisiana,Winnfield,19,Antone W. Radescich Klan,No Notes,31.9254413,-92.6395931,1922
Louisiana,Oakdale,23,Not Named,No Notes,30.8167525,-92.658557,1923
Louisiana,Jackson,25,Not Named,No Notes,30.8374036,-91.2176087,1923
Louisiana,Crowley,26,Rice City Klan,No Notes,30.2140928,-92.3745761,1923
Louisiana,Arcadia,28,James Brice Klan,No Notes,32.551944,-92.924167,1922
Louisiana,Haynesville,30,Not Named,No Notes,32.9620847,-93.1401647,1923
Louisiana,Rushton,31,Not Named,No Notes,32.5232053,-92.637927,1926
Louisiana,Winnsboro,32,John C. Adams Klan,No Notes,32.1632079,-91.720681,1922
Louisiana,Morehouse Parish,34,Not Named,New York Times on Skipwith,32.82,-91.8,1922
Louisiana,Lake Providence,37,Karroll Klan,No Notes,32.8042966,-91.170109,1922
Louisiana,Merryville,40,Not Named,No Notes,30.753889,-93.536944,1924
Louisiana,Vivian,41,Vivian Klan,No Notes,32.8715278,-93.9874032,1923
Louisiana,Algiers,45,Al-Gre-Har Klan,No Notes,29.9220105,-90.0139908,1922
Louisiana,Logansport,47,Not Named,No Notes,31.975445,-93.9979678,1923
Louisiana,Amite City,49,Amite Klan,No Notes,30.7265747,-90.5089815,1923
Louisiana,Boyce,51,Not Named,No Notes,31.3904558,-92.6693132,1922
Louisiana,Kinder,52,Not Named,No Notes,30.485479,-92.850703,1924
Louisiana,Colfax,53,Grant Klan,No Notes,31.5190623,-92.706816,1922
Louisiana,Urania,53,Urania Klan,No Notes,31.8637771,-92.2959723,1923
Louisiana,LaSalle,55,LaSalle Parish,No Notes,31.68,-92.16,1922
Louisiana,Campti,57,Kampti Klan,No Notes,31.8934954,-93.1182202,1923
Louisiana,Gibsland,59,Not Named,No Notes,32.5440413,-93.0529398,1923
Louisiana,Jonesboro,60,Hoboro Klan,No Notes,32.2412672,-92.7159853,1922
Louisiana,Tensas,61,Not Named,No Notes,32,-91.33,1922
Louisiana,Haynesville,63,Not Named,No Notes,32.9620847,-93.1401647,1922
Louisiana,Homer,63,Not Named,No Notes,32.7918133,-93.055718,1923
Louisiana,Colfax,70,Not Named,No Notes,31.5190623,-92.706816,1922
Louisiana,Ashland,78,Not Named,No Notes,32.1418256,-93.0982193,1924
Louisiana,Bull Bayou,83,Bull Bayou Klan,No Notes,32.007566,-93.4243225,1923
Louisiana,Shreveport,100,Not Named,Shreveport,32.5251516,-93.7501789,1926
Louisiana,Urania,125,Russo Klan,No Notes,31.8637771,-92.2959723,1925
Louisiana,New Iberia,138,Not Named,No Notes,30.0035365,-91.8187285,1925
Louisiana,New Orleans,163,Old Hickory Klan,No Notes,29.9510658,-90.0715323,1926
Louisiana,New Orleans,166,Harmony Klan,"""a younger unit of the organization here,"" held a meeting with attendees also from George Washington, Old Hickory, Abraham Lincoln, and Al-Gre-Har (Algiers, Gretna, and Harvey) Klans",29.9510658,-90.0715323,1929
Louisiana,Shreveport,3,Not Named,No Notes,32.5251516,-93.7501789,1928
Louisiana,Catahoula,36,Katahoula Klan,No Notes,30.214499,-91.708932,1923
Louisiana,Glenmore,46,McLongmore Klan,No Notes,30.976667,-92.585278,1922
Louisiana,Columbia,64,Kaldwell Klan,No Notes,32.104167,-92.076944,1923
Louisiana,Harrisonburg,75,Not Named,No Noes,31.772222,-91.8275,1923
Louisiana,Monroe,102,Not Named,No Nodes,32.509444,-92.118333,1925
Louisiana,New Orleans,1,Not Named,No Notes,29.9510658,-90.0715323,1920
Maine,Portland,1,Witham Klan,"Witham Klan named for Dr. W. H. Witham, founder",43.661471,-70.2553259,1923
Maine,York,4,Not Named,No Notes,43.1617483,-70.6482581,1925
Maine,Kittery,5,Not Named,"dateline is August 16th, 1925, no paper identified",43.0881256,-70.736137,1925
Maine,Pittsfield,10,Dirigo Klan,No Notes,44.7825145,-69.3833847,1929
Maine,Presque Isle,12,Not Named,No Notes,46.681153,-68.0158615,1928
Maine,Waterville,26,Not Named,No Notes,44.5520105,-69.6317121,1926
Maine,Auburn,46,Androscoggin County,No Notes,44.0978509,-70.2311655,1925
Maine,South Paris,49,Flanders Klanton,No Notes,44.223681,-70.5133929,1931
Maine,Portland,54,Kumberland Kounty Klan,No Notes,43.661471,-70.2553259,1928
Maryland,Hagerstown,1,Not Named,No Notes,39.6417629,-77.7199932,1922
Maryland,Baltimore,1,Thomas Dixon Klan,"Chartered Feb 1922(Jackson). Simultaneous cross burnings in Delaware and Maryland, including Baltimore with twenty-five crosses, one for each of the twenty-five Klans in the city (Fiery Cross).",39.2903848,-76.6121893,1923
Maryland,Baltimore,2,Jefferson Klan,No Notes,39.2903848,-76.6121893,1923
Maryland,Indian Head,2,Not Named,No Notes,38.6001186,-77.1622016,1923
Maryland,Hyattsville,2,Not Named,No Notes,38.9559442,-76.9455301,1927
Maryland,Hyattsville,3,Not Named,No Notes,38.9559442,-76.9455301,1926
Maryland,Perryville,4,Cecil Klan,AKA Cissell Klan,39.5601129,-76.0713385,1924
Maryland,Cambridge,5,Choptank Klan,No Notes,38.5631744,-76.0788292,1923
Maryland,Annapolis,6,Severn Klan,No Notes,38.9784453,-76.4921829,1930
Maryland,Hampden,7,Not Named,No Notes,39.3333706,-76.632607,1923
Maryland,Havre de Grace,7,Harford Klan,No Notes,39.5492792,-76.091617,1924
Maryland,Hurlock,10,Eagle Klan,No Notes,38.6355387,-75.8615316,1923
Maryland,Odenton,11,Not Named,No Notes,39.0839981,-76.7002462,1923
Maryland,Brunswick,13,Gibralter Klan,No Notes,39.3142682,-77.6277679,1925
Maryland,Hagerstown,14,Dixie Klan,No Notes,39.6417629,-77.7199932,1926
Maryland,Centerville,15,Queen Anne's County Klan,No Notes,39.0417785,-76.0663334,1923
Maryland,Columbia,17,Kolumbia Klan,No Notes,39.2037144,-76.8610462,1923
Maryland,Takoma,18,Not Named,No Notes,38.9725465,-77.0204624,1926
Maryland,Oakland,20,Not Named,May have also been number 10 in the state,39.4078747,-79.4067116,1923
Maryland,Elkton,23,Elk Klan,"organized ten years ago. 12th anniversary celebrated on 12 Feb 35. Meets in Jr. O. U. A. M. Hall, Childs, Md., every Tuesday",39.6067789,-75.8332718,1927
Maryland,Marion,25,Not Named,No Notes,38.0392905,-75.7707639,1925
Maryland,Snow Hill,28,Not Named,No Notes,38.1770634,-75.3926959,1923
Maryland,Cumberland,37,Fort Cumberland Klan,"Established October 31, 1922 according to FF. Ebay photo has label giving Fort Cumberland Klan No. 37, which seller dates as approximately 1919. Give or take two years.",39.6528654,-78.7625185,1924
Maryland,Bethesda,44,Not Named,No Notes,38.984652,-77.0947092,1926
Maryland,Baltimore,45,Not Named,No Notes,39.2903848,-76.6121893,1931
Maryland,Mt. Rainier,51,Not Named,No Notes,38.9415,-76.9649751,1927
Maryland,Rising Sun,52,Not Named,No Notes,39.6978871,-76.0627266,1933
Maryland,Capitol Heights,53,Not Named,No Notes,38.8851122,-76.9158068,1932
Maryland,Hampden,55,Not Named,"Organized last spring, with 31 members. Since then it has naturalized 35, reinstated 4, and has 11 applications on hand. AKA  Baltimore-Hamden",39.3333706,-76.632607,1929
Maryland,Westminster,59,Not Named,No Notes,39.5753791,-76.9958149,1932
Maryland,Cumberland,60,Loyal Klan,No Notes,39.6528654,-78.7625185,1933
Maryland,Poolsville,63,Not Named,No Notes,39.1459392,-77.4169311,1935
Massachusetts,Boston,1,Mohawk Klan,May have also been located in Charlemont,42.3600825,-71.0588801,1922
Massachusetts,Brockton,2,Mayflower Klan,No Notes,42.0834335,-71.0183787,1927
Massachusetts,Berkshire County,2,Western Gateway Klan,No Notes,42.311782,-73.1821623,1926
Massachusetts,Athol,3,Not Named,No Notes,42.5959329,-72.2267383,1927
Massachusetts,Worcester,4,Not Named,"Organized as a provisional Klan in May 1922, chartered on 25 Mar 26",42.2625932,-71.8022934,1931
Massachusetts,Pittsfield,9,Berkshire Klan,No Notes,42.4500845,-73.2453824,1926
Massachusetts,Northampton,6,Hampshire Klan,No Notes,42.3250896,-72.6412013,1928
Massachusetts,Ward Hill,7,North Essex Klan,No Notes,42.7567572,-71.1036688,1927
Massachusetts,Upton-Whitin,8,Not Named,No Notes,42.4072107,-71.3824374,1926
Massachusetts,Boston,11,Tea Party Klan,"Massachusetts has now become a Realm in 1926 (Fellowship Forum). The Boston Tea Party Klan No. 11, has a very interesting history, while it stands number eleven in the list of chartered Klans in the R",42.3600825,-71.0588801,1926
